# 【geoguessr】日本マップNMで使える知識を300個以上紹介します！

[00:00:30] かわいいチャージャーとか食べたことないから
[00:42:46] 2個じゃないこともありますが。 こういうのは九州の変圧器の付け方でさらに
[00:42:51] この伸ばし方。 この棒の伸ばし方が
[00:42:57] まっすぐ伸びてるやつですね。 さっき紹介し忘れたんですが四国の
[00:43:04] 四国にもこういうやつありますけど 四国はまっすぐじゃなくて1段下げた
[00:43:09] 状態でこう伸びてます。 こうこうっていう感じですね。ここに90度が
[00:43:15] あります。 で関西は120度。関西は120度で
[00:43:21] 四国は90度で九州は0度まっすぐ伸びてます。 これは九州の特徴です。
[00:43:31] で九州の 外資ですね。
[00:43:36] 外資は関東ぽいんですけれどもなんか 爆発してるやつですね。
[00:43:43] 爆発外資です。九州の。 関東と同じく黒いのをよく使っているんですが
[00:43:51] 大きいですね。 なんかちょっと見にくいですけど。
[00:43:55] 大きい外資を使っています。
[00:44:01] なんか爆発してるみたいな大きい 外資をよく使っていって
[00:44:07] さらになんかこういうこういう部品 こういうめちゃくちゃ大きいなんか
[00:44:13] なんでしょうね。 こういう形。こういう形ですね。こういう形を
[00:44:18] 覚えてほしいから。 これ九州っぽい感じがしますね。
[00:44:25] で九州の反射板は
[00:44:29] わかりやすくて この黒の部分が凸凹。
[00:44:34] 黒の部分というか全体的に凸凹してます。 こういう黒黄色のタイプが一般的なんですが
[00:44:41] さらに凸凹してるっていうのは 九州にしかないです。
[00:44:46] それは嘘です。九州でよく見ます。 他の地域は凹凸はありません。
[00:44:53] 九州でよく見るやつです。
[00:44:57] 九州の視線ガード。 九州の視線ガードはこういう
[00:45:02] 大きい長方形があってそこから1本出てるって 感じです。
[00:45:08] ここからこの長方形から出てるっていうのが 九州の視線ガードの特徴です。
[00:45:16] これは 沖縄にもあるんですがまぁだいたい九州かな。
[00:45:23] 九州の
[00:45:26] 面白電柱があって これです。
[00:45:30] 何のために存在しているのか分からない電柱が よくあります。やる気がない電柱なんですけど
[00:45:38] 何のためにあるんでしょうっていう電柱が あるのは九州です。
[00:45:44] これもよく見ますね。
[00:45:48] そして最後に 九州も北海道みたいな
[00:45:53] 電線の間にスペーサー、低圧スペーサーが ついてて形としてはこういうやつですね。
[00:45:59] こういうやつ。4本の電線があって こういう黒い棒が入ってるって感じです。
[00:46:07] 北海道はなんかこれプラス出っ張りがあったんです けれども九州はただ単に棒があるだけ。
[00:46:14] これを繋いでいる感じですね。
[00:46:18] というのが九州の低圧スペーサーとなります。
[00:46:23] 九州電力は以上で、最後沖縄 行きます。
[00:46:31] 沖縄は景色で見分けるのが一番早いんですが
[00:46:38] 沖縄ポールトップ行きましょう。
[00:46:43] 沖縄ポールトップはパッと見関東、中国に そっくりなんですけれども
[00:46:49] このやつなんですがちょっと長いですね。
[00:46:53] 関東とかに比べて。 わかりにくいんだけど本当に長いのかって思っちゃう。
[00:46:59] 本当に長いかこれ。 本当に長い。なんか体感長いです。
[00:47:05] まあ外紙も黒いキャップがついてないっていうのもそうですけれども。
[00:47:11] まあ関東でよく見るようなやつがよく使われています。
[00:47:18] で
[00:47:20] 沖縄の視線ガードは 中部電力と同じく黒黄色のやつですね。
[00:47:27] 黒黄色黒黄色。 これが沖縄の
[00:47:33] 視線ガード。多分長い。長いですよね。 関東よりは長い
[00:47:40] あの三角形を使っています。
[00:47:45] まあちょっと見上げるの難しいね。さっきの場所。 で沖縄でよく見る反射板があります。沖縄でよく見る反射板は
[00:47:53] こういうなんか灰色、間が灰色になっている。 この周りが灰色は東北にあったんですがこの間の
[00:48:02] 白い部分黄色い部分この黄色い部分ですね黄色い部分がなんか灰色にグレーに なっている感じ
[00:48:08] のは沖縄でよく見る気がしますが四国とかにもあります。多分こういうやつです。 色褪せている感じ。なんか特に色褪せているのが多い気がします。
[00:48:20] そうですね地味に沖縄とかそのあたり 見分けるのが難しかったりしますね。
[00:48:29] 色褪せてるのはなんか沖縄で特に多い気がしますけど 沖縄の特有のやつなのかわかんないです。
[00:48:39] で最後沖縄県のプレートなんですけれども 3枚ついてます。3枚以上あることもあるかと思います。
[00:48:48] 隙間が狭いことが多いかな。 中四国みたいに。
[00:48:53] で沖縄電力限定のプレートがこれですね 数字があってなんか横に
[00:49:00] なんかいろいろこう書いてあるやつ 沖縄電力なんですけれども沖縄電力のプレートはこの一番上の数字で地域を
[00:49:08] だいたい絞ることができます これは他のエリアで言うと北海道とか北陸みたいに
[00:49:16] 数字で絞るってやつなんですが沖縄は特に大事ですね なぜかというと島がこっちももちろん沖縄
[00:49:25] この地ももちろん沖縄電力なんで 島を外すとめちゃくちゃ大ダメージになりますのでこの番号を覚えるのは
[00:49:33] 必須ですね。でだいたいの番号としては1 どうだろうこの辺り1かな1
[00:49:41] で2 3
[00:49:44] 4 6
[00:49:49] 6かなこっちも で7
[00:49:55] 8 だったかと思います
[00:49:59] なので
[00:50:00] 今見たこの8番の時点。8番なので石垣、竹富、米国、あとここにある果てる間に置きたくなりますね。そのどこかに。
[00:50:12] というのがめちゃくちゃ沖縄電力で一番大事な要素になります。
[00:50:20] 例えば久米島とか電池をチェックしようかと思いますが、久米島の電池をチェックすると1ですね。
[00:50:31] ということは久米島とかかな、この辺りかなっていう感じになりますね。
[00:50:36] 8番八重山。
[00:50:40] 8番イコール八重山、おお、ですって、ですって。
